iShares Russell 1000 Value ETF
Fund Holdings as of,"Oct 31, 2023"
Inception Date,"May 22, 2000"
Shares Outstanding,"318,450,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","30,761,433.12","0.07","30,761,433.12","30,761,433.00","1.00","United States","-","USD","1.00","USD","-"
"AVTR","AVANTOR INC","Health Care","Equity","30,587,366.67","0.07","30,587,366.67","1,754,869.00","17.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","30,492,235.84","0.07","30,492,235.84","585,376.00","52.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LKQ","LKQ CORP","Consumer Discretionary","Equity","30,411,262.08","0.07","30,411,262.08","692,424.00","43.92","United States","NASDAQ","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","30,401,253.76","0.07","30,401,253.76","901,312.00","33.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","30,394,755.60","0.07","30,394,755.60","1,083,592.00","28.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","30,220,651.47","0.06","30,220,651.47","641,219.00","47.13","United States","NASDAQ","USD","1.00","USD","-"
"GLPI","GAMING AND LEISURE PROPERTIES REIT","Real Estate","Equity","29,788,140.69","0.06","29,788,140.69","656,271.00","45.39","United States","NASDAQ","USD","1.00","USD","-"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrials","Equity","29,681,232.93","0.06","29,681,232.93","847,793.00","35.01","United States","NASDAQ","USD","1.00","USD","-"
"WPC","W. P. CAREY REIT INC","Real Estate","Equity","29,586,097.25","0.06","29,586,097.25","551,465.00","53.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCL","CARNIVAL CORP","Consumer Discretionary","Equity","29,577,767.22","0.06","29,577,767.22","2,580,957.00","11.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","29,558,890.08","0.06","29,558,890.08","171,984.00","171.87","United States","NASDAQ","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","29,480,815.00","0.06","29,480,815.00","323,965.00","91.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CE","CELANESE CORP","Materials","Equity","29,455,292.79","0.06","29,455,292.79","257,229.00","114.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","29,265,190.32","0.06","29,265,190.32","257,073.00","113.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBY","BEST BUY CO INC","Consumer Discretionary","Equity","29,239,229.24","0.06","29,239,229.24","437,582.00","66.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","28,871,172.33","0.06","28,871,172.33","1,232,231.00","23.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","28,648,599.40","0.06","28,648,599.40","401,860.00","71.29","United States","NASDAQ","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","28,500,118.92","0.06","28,500,118.92","579,978.00","49.14","United States","NASDAQ","USD","1.00","USD","-"
"HST","HOST HOTELS & RESORTS REIT INC","Real Estate","Equity","28,496,110.32","0.06","28,496,110.32","1,840,834.00","15.48","United States","NASDAQ","USD","1.00","USD","-"
"IPG","INTERPUBLIC GROUP OF COMPANIES INC","Communication","Equity","28,475,515.60","0.06","28,475,515.60","1,002,659.00","28.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SSNC","SS AND C TECHNOLOGIES HOLDINGS INC","Industrials","Equity","28,434,515.25","0.06","28,434,515.25","565,861.00","50.25","United States","NASDAQ","USD","1.00","USD","-"
"CHK","CHESAPEAKE ENERGY CORP","Energy","Equity","28,432,224.00","0.06","28,432,224.00","330,300.00","86.08","United States","NASDAQ","USD","1.00","USD","-"
"AMH","AMERICAN HOMES RENT REIT CLASS A","Real Estate","Equity","28,380,374.34","0.06","28,380,374.34","866,841.00","32.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","28,352,932.60","0.06","28,352,932.60","470,510.00","60.26","United States","NASDAQ","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","28,281,602.70","0.06","28,281,602.70","1,576,455.00","17.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RIVN","RIVIAN AUTOMOTIVE INC CLASS A","Consumer Discretionary","Equity","27,979,743.30","0.06","27,979,743.30","1,725,015.00","16.22","United States","NASDAQ","USD","1.00","USD","-"
"CNHI","CNH INDUSTRIAL NV","Industrials","Equity","27,920,273.40","0.06","27,920,273.40","2,542,830.00","10.98","Italy","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MOS","MOSAIC","Materials","Equity","27,881,514.08","0.06","27,881,514.08","858,421.00","32.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SUI","SUN COMMUNITIES REIT INC","Real Estate","Equity","27,858,611.88","0.06","27,858,611.88","250,437.00","111.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VTRS","VIATRIS INC","Health Care","Equity","27,723,891.60","0.06","27,723,891.60","3,115,044.00","8.90","United States","NASDAQ","USD","1.00","USD","-"
"RVTY","REVVITY INC","Health Care","Equity","27,208,768.50","0.06","27,208,768.50","328,410.00","82.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NI","NISOURCE INC","Utilities","Equity","27,097,823.20","0.06","27,097,823.20","1,077,020.00","25.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GL","GLOBE LIFE INC","Financials","Equity","26,639,691.12","0.06","26,639,691.12","228,942.00","116.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MGM","MGM RESORTS INTERNATIONAL","Consumer Discretionary","Equity","26,579,008.80","0.06","26,579,008.80","761,140.00","34.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OC","OWENS CORNING","Industrials","Equity","26,498,990.43","0.06","26,498,990.43","233,739.00","113.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TAP","MOLSON COORS BREWING CLASS B","Consumer Staples","Equity","26,312,617.44","0.06","26,312,617.44","455,472.00","57.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UTHR","UNITED THERAPEUTICS CORP","Health Care","Equity","26,202,541.64","0.06","26,202,541.64","117,574.00","222.86","United States","NASDAQ","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","26,166,272.34","0.06","26,166,272.34","376,927.00","69.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACM","AECOM","Industrials","Equity","26,098,191.50","0.06","26,098,191.50","340,930.00","76.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Financials","Equity","26,059,113.96","0.06","26,059,113.96","666,644.00","39.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RPRX","ROYALTY PHARMA PLC CLASS A","Health Care","Equity","26,001,507.86","0.06","26,001,507.86","967,678.00","26.87","United States","NASDAQ","USD","1.00","USD","-"
"RGA","REINSURANCE GROUP OF AMERICA INC","Financials","Equity","25,902,254.18","0.06","25,902,254.18","173,294.00","149.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UDR","UDR REIT INC","Real Estate","Equity","25,653,874.32","0.05","25,653,874.32","806,472.00","31.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NRG","NRG ENERGY INC","Utilities","Equity","25,389,349.44","0.05","25,389,349.44","599,088.00","42.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LYV","LIVE NATION ENTERTAINMENT INC","Communication","Equity","25,250,951.16","0.05","25,250,951.16","315,558.00","80.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UNM","UNUM","Financials","Equity","24,907,312.80","0.05","24,907,312.80","509,352.00","48.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOX","AMDOCS LTD","Information Technology","Equity","24,858,978.72","0.05","24,858,978.72","310,117.00","80.16","United States","NASDAQ","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","24,818,125.36","0.05","24,818,125.36","2,428,388.00","10.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNR","PENTAIR","Industrials","Equity","24,692,805.08","0.05","24,692,805.08","424,859.00","58.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SHW","SHERWIN WILLIAMS","Materials","Equity","24,676,173.90","0.05","24,676,173.90","103,590.00","238.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OKTA","OKTA INC CLASS A","Information Technology","Equity","24,664,644.90","0.05","24,664,644.90","365,890.00","67.41","United States","NASDAQ","USD","1.00","USD","-"
"FTI","TECHNIPFMC PLC","Energy","Equity","24,582,382.08","0.05","24,582,382.08","1,142,304.00","21.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","24,567,503.10","0.05","24,567,503.10","754,762.00","32.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","24,441,690.91","0.05","24,441,690.91","140,413.00","174.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BILL","BILL HOLDINGS INC","Information Technology","Equity","24,372,421.62","0.05","24,372,421.62","266,978.00","91.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RPM","RPM INTERNATIONAL INC","Materials","Equity","24,363,248.72","0.05","24,363,248.72","266,936.00","91.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","24,261,306.30","0.05","24,261,306.30","166,710.00","145.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","24,076,060.68","0.05","24,076,060.68","330,806.00","72.78","United States","NASDAQ","USD","1.00","USD","-"
"ECL","ECOLAB INC","Materials","Equity","23,990,845.76","0.05","23,990,845.76","143,024.00","167.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMX","CARMAX INC","Consumer Discretionary","Equity","23,734,686.80","0.05","23,734,686.80","388,520.00","61.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WRK","WESTROCK","Materials","Equity","23,727,381.54","0.05","23,727,381.54","660,378.00","35.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FFIV","F5 INC","Information Technology","Equity","23,708,069.64","0.05","23,708,069.64","156,396.00","151.59","United States","NASDAQ","USD","1.00","USD","-"
"REXR","REXFORD INDUSTRIAL REALTY REIT INC","Real Estate","Equity","23,158,954.84","0.05","23,158,954.84","535,591.00","43.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"USFD","US FOODS HOLDING CORP","Consumer Staples","Equity","23,081,490.30","0.05","23,081,490.30","592,745.00","38.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EMN","EASTMAN CHEMICAL","Materials","Equity","22,963,258.59","0.05","22,963,258.59","307,283.00","74.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","22,950,024.16","0.05","22,950,024.16","270,382.00","84.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","22,931,118.99","0.05","22,931,118.99","109,493.00","209.43","United States","NASDAQ","USD","1.00","USD","-"
"MOH","MOLINA HEALTHCARE INC","Health Care","Equity","22,774,112.95","0.05","22,774,112.95","68,401.00","332.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TFX","TELEFLEX INC","Health Care","Equity","22,642,775.25","0.05","22,642,775.25","122,559.00","184.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WSO","WATSCO INC","Industrials","Equity","22,555,738.50","0.05","22,555,738.50","64,650.00","348.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Industrials","Equity","22,549,795.06","0.05","22,549,795.06","102,583.00","219.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CASY","CASEYS GENERAL STORES INC","Consumer Staples","Equity","22,524,752.49","0.05","22,524,752.49","82,839.00","271.91","United States","NASDAQ","USD","1.00","USD","-"
"BWA","BORGWARNER INC","Consumer Discretionary","Equity","22,480,992.90","0.05","22,480,992.90","609,241.00","36.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XPO","XPO INC","Industrials","Equity","22,461,972.33","0.05","22,461,972.33","296,293.00","75.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","22,435,908.33","0.05","22,435,908.33","379,819.00","59.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDAY","CERIDIAN HCM HOLDING INC","Industrials","Equity","22,374,759.51","0.05","22,374,759.51","349,551.00","64.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCK","CROWN HOLDINGS INC","Materials","Equity","22,355,054.80","0.05","22,355,054.80","277,358.00","80.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VST","VISTRA CORP","Utilities","Equity","22,324,005.28","0.05","22,324,005.28","682,274.00","32.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QRVO","QORVO INC","Information Technology","Equity","22,318,413.42","0.05","22,318,413.42","255,301.00","87.42","United States","NASDAQ","USD","1.00","USD","-"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Health Care","Equity","22,276,216.68","0.05","22,276,216.68","132,313.00","168.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QGEN","QIAGEN NV","Health Care","Equity","22,245,584.75","0.05","22,245,584.75","594,325.00","37.43","Germany","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JNPR","JUNIPER NETWORKS INC","Information Technology","Equity","22,213,091.84","0.05","22,213,091.84","825,152.00","26.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WYNN","WYNN RESORTS LTD","Consumer Discretionary","Equity","22,177,792.56","0.05","22,177,792.56","252,652.00","87.78","United States","NASDAQ","USD","1.00","USD","-"
"PEAK","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","22,181,530.75","0.05","22,181,530.75","1,426,465.00","15.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLF","CLEVELAND CLIFFS INC","Materials","Equity","22,133,910.70","0.05","22,133,910.70","1,319,065.00","16.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","22,128,654.52","0.05","22,128,654.52","23,783.00","930.44","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970"
"HSIC","HENRY SCHEIN INC","Health Care","Equity","22,078,839.42","0.05","22,078,839.42","339,779.00","64.98","United States","NASDAQ","USD","1.00","USD","-"
"TRU","TRANSUNION","Industrials","Equity","22,039,519.84","0.05","22,039,519.84","502,268.00","43.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SAIA","SAIA INC","Industrials","Equity","21,995,153.95","0.05","21,995,153.95","61,355.00","358.49","United States","NASDAQ","USD","1.00","USD","-"
"PNW","PINNACLE WEST CORP","Utilities","Equity","21,966,478.32","0.05","21,966,478.32","296,124.00","74.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RRC","RANGE RESOURCES CORP","Energy","Equity","21,823,298.56","0.05","21,823,298.56","608,909.00","35.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BXP","BOSTON PROPERTIES REIT INC","Real Estate","Equity","21,809,525.54","0.05","21,809,525.54","407,122.00","53.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","21,750,996.00","0.05","21,750,996.00","144,775.00","150.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FAST","FASTENAL","Industrials","Equity","21,711,872.74","0.05","21,711,872.74","372,161.00","58.34","United States","NASDAQ","USD","1.00","USD","-"
"AR","ANTERO RESOURCES CORP","Energy","Equity","21,669,930.24","0.05","21,669,930.24","736,071.00","29.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACI","ALBERTSONS COMPANY INC CLASS A","Consumer Staples","Equity","21,441,509.60","0.05","21,441,509.60","988,088.00","21.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTRG","ESSENTIAL UTILITIES INC","Utilities","Equity","21,243,319.02","0.05","21,243,319.02","634,887.00","33.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RNR","RENAISSANCERE HOLDING LTD","Financials","Equity","21,082,835.90","0.05","21,082,835.90","96,010.00","219.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Financials","Equity","21,054,166.29","0.05","21,054,166.29","262,947.00","80.07","United States","NASDAQ","USD","1.00","USD","-"
"FOXA","FOX CORP CLASS A","Communication","Equity","20,960,530.02","0.04","20,960,530.02","689,718.00","30.39","United States","NASDAQ","USD","1.00","USD","-"
"ATR","APTARGROUP INC","Materials","Equity","20,773,306.19","0.04","20,773,306.19","169,897.00","122.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AFG","AMERICAN FINANCIAL GROUP INC","Financials","Equity","20,637,872.40","0.04","20,637,872.40","188,715.00","109.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","20,609,852.76","0.04","20,609,852.76","56,916.00","362.11","United States","NASDAQ","USD","1.00","USD","-"
"NVT","NVENT ELECTRIC PLC","Industrials","Equity","20,553,050.16","0.04","20,553,050.16","427,032.00","48.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ELS","EQUITY LIFESTYLE PROPERTIES REIT I","Real Estate","Equity","20,439,980.40","0.04","20,439,980.40","310,638.00","65.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWSA","NEWS CORP CLASS A","Communication","Equity","20,436,699.80","0.04","20,436,699.80","988,235.00","20.68","United States","NASDAQ","USD","1.00","USD","-"
"RHI","ROBERT HALF","Industrials","Equity","20,426,117.22","0.04","20,426,117.22","273,186.00","74.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIZ","ASSURANT INC","Financials","Equity","20,410,318.60","0.04","20,410,318.60","137,074.00","148.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUBB","HUBBELL INC","Industrials","Equity","20,410,376.60","0.04","20,410,376.60","75,566.00","270.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NOV","NOV INC","Energy","Equity","20,371,814.72","0.04","20,371,814.72","1,020,632.00","19.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SWN","SOUTHWESTERN ENERGY","Energy","Equity","20,352,898.72","0.04","20,352,898.72","2,854,544.00","7.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DINO","HF SINCLAIR CORP","Energy","Equity","20,347,608.84","0.04","20,347,608.84","367,418.00","55.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLH","CLEAN HARBORS INC","Industrials","Equity","20,297,962.96","0.04","20,297,962.96","132,088.00","153.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RRX","REGAL REXNORD CORP","Industrials","Equity","20,290,263.96","0.04","20,290,263.96","171,356.00","118.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEN","GEN DIGITAL INC","Information Technology","Equity","20,215,677.16","0.04","20,215,677.16","1,213,426.00","16.66","United States","NASDAQ","USD","1.00","USD","-"
"OHI","OMEGA HEALTHCARE INVESTORS REIT IN","Real Estate","Equity","20,149,426.40","0.04","20,149,426.40","608,744.00","33.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TOL","TOLL BROTHERS INC","Consumer Discretionary","Equity","20,132,904.75","0.04","20,132,904.75","284,725.00","70.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NLY","ANNALY CAPITAL MANAGEMENT REIT INC","Financials","Equity","20,103,572.65","0.04","20,103,572.65","1,287,865.00","15.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPB","CAMPBELL SOUP","Consumer Staples","Equity","20,049,340.68","0.04","20,049,340.68","496,148.00","40.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ITT","ITT INC","Industrials","Equity","20,040,378.00","0.04","20,040,378.00","214,680.00","93.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LBRDK","LIBERTY BROADBAND CORP SERIES C","Communication","Equity","20,013,644.61","0.04","20,013,644.61","240,231.00","83.31","United States","NASDAQ","USD","1.00","USD","-"
"CUBE","CUBESMART REIT","Real Estate","Equity","19,933,854.78","0.04","19,933,854.78","584,742.00","34.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PTC","PTC INC","Information Technology","Equity","19,937,393.28","0.04","19,937,393.28","141,984.00","140.42","United States","NASDAQ","USD","1.00","USD","-"
"AOS","A O SMITH CORP","Industrials","Equity","19,851,672.96","0.04","19,851,672.96","284,571.00","69.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KNX","KNIGHT-SWIFT TRANSPORTATION HOLDIN","Industrials","Equity","19,811,548.03","0.04","19,811,548.03","405,227.00","48.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","19,796,076.61","0.04","19,796,076.61","157,249.00","125.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LEA","LEAR CORP","Consumer Discretionary","Equity","19,773,996.64","0.04","19,773,996.64","152,389.00","129.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CW","CURTISS WRIGHT CORP","Industrials","Equity","19,704,059.10","0.04","19,704,059.10","99,110.00","198.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"X","US STEEL CORP","Materials","Equity","19,608,110.09","0.04","19,608,110.09","578,581.00","33.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EWBC","EAST WEST BANCORP INC","Financials","Equity","19,574,356.34","0.04","19,574,356.34","365,057.00","53.62","United States","NASDAQ","USD","1.00","USD","-"
"AZO","AUTOZONE INC","Consumer Discretionary","Equity","19,336,476.78","0.04","19,336,476.78","7,806.00","2,477.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ORI","OLD REPUBLIC INTERNATIONAL CORP","Financials","Equity","19,219,418.38","0.04","19,219,418.38","701,951.00","27.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WWD","WOODWARD INC","Industrials","Equity","19,174,246.10","0.04","19,174,246.10","153,763.00","124.70","United States","NASDAQ","USD","1.00","USD","-"
"FRT","FEDERAL REALTY INVESTMENT TRUST RE","Real Estate","Equity","19,153,182.84","0.04","19,153,182.84","210,036.00","91.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GWRE","GUIDEWIRE SOFTWARE INC","Information Technology","Equity","19,137,212.77","0.04","19,137,212.77","212,329.00","90.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GGG","GRACO INC","Industrials","Equity","19,055,905.00","0.04","19,055,905.00","256,300.00","74.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTN","VAIL RESORTS INC","Consumer Discretionary","Equity","19,046,041.50","0.04","19,046,041.50","89,734.00","212.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CACI","CACI INTERNATIONAL INC CLASS A","Industrials","Equity","19,041,003.56","0.04","19,041,003.56","58,631.00","324.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TWLO","TWILIO INC CLASS A","Information Technology","Equity","18,798,169.72","0.04","18,798,169.72","366,722.00","51.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXAS","EXACT SCIENCES CORP","Health Care","Equity","18,761,053.08","0.04","18,761,053.08","304,612.00","61.59","United States","NASDAQ","USD","1.00","USD","-"
"AGCO","AGCO CORP","Industrials","Equity","18,626,517.00","0.04","18,626,517.00","162,450.00","114.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EGP","EASTGROUP PROPERTIES REIT INC","Real Estate","Equity","18,597,929.75","0.04","18,597,929.75","113,923.00","163.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","18,490,508.25","0.04","18,490,508.25","98,695.00","187.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COLD","AMERICOLD REALTY INC TRUST","Real Estate","Equity","18,370,911.90","0.04","18,370,911.90","700,645.00","26.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FBIN","FORTUNE BRANDS INNOVATIONS INC","Industrials","Equity","18,300,447.00","0.04","18,300,447.00","327,965.00","55.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","18,296,272.30","0.04","18,296,272.30","129,770.00","140.99","United States","NASDAQ","USD","1.00","USD","-"
"DAR","DARLING INGREDIENTS INC","Consumer Staples","Equity","18,185,916.90","0.04","18,185,916.90","410,610.00","44.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SOFI","SOFI TECHNOLOGIES INC","Financials","Equity","17,986,078.10","0.04","17,986,078.10","2,382,262.00","7.55","United States","NASDAQ","USD","1.00","USD","-"
"OVV","OVINTIV INC","Energy","Equity","17,853,168.00","0.04","17,853,168.00","371,941.00","48.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OGE","OGE ENERGY CORP","Utilities","Equity","17,768,575.80","0.04","17,768,575.80","519,549.00","34.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RGLD","ROYAL GOLD INC","Materials","Equity","17,765,521.06","0.04","17,765,521.06","170,282.00","104.33","United States","NASDAQ","USD","1.00","USD","-"
"BBWI","BATH AND BODY WORKS INC","Consumer Discretionary","Equity","17,624,315.80","0.04","17,624,315.80","594,412.00","29.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLD","TOPBUILD CORP","Consumer Discretionary","Equity","17,601,709.44","0.04","17,601,709.44","76,944.00","228.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TW","TRADEWEB MARKETS INC CLASS A","Financials","Equity","17,566,441.61","0.04","17,566,441.61","195,161.00","90.01","United States","NASDAQ","USD","1.00","USD","-"
"WM","WASTE MANAGEMENT INC","Industrials","Equity","17,561,125.45","0.04","17,561,125.45","106,865.00","164.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NYCB","NEW YORK COMMUNITY BANCORP INC","Financials","Equity","17,534,729.40","0.04","17,534,729.40","1,849,655.00","9.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
